post_id,topic,text_len,post_ctr_smooth
335,business,1424,0.11409761456371625
338,business,1655,0.11518707482993197
340,business,1255,0.11210043532338308
341,business,2273,0.11488687061822817
342,business,1290,0.11663983585858585
343,business,2690,0.1122143753923415
345,business,1875,0.11615684440286872
346,business,1723,0.11742536164973838
347,business,1195,0.11643875968992248
348,business,904,0.11439294631710362
349,business,1540,0.11978660436137073
351,business,2009,0.1153292759051186
352,business,1611,0.11345661672908863
353,business,1344,0.11447180916976456
354,business,1899,0.11262574195563886
355,business,1976,0.11645757020757021
356,business,2293,0.11409761456371625
357,business,1263,0.11252028714107366
358,business,2145,0.11818928128872366
359,business,1929,0.1163745704467354
361,business,1355,0.11210043532338308
362,business,2732,0.11824898469228366
363,business,1259,0.11626560549313358
364,business,2643,0.10931699044094974
365,business,1497,0.11604828660436137
366,business,2532,0.11219598765432098
367,business,1345,0.11659311424100156
368,business,1755,0.11433855125844077
369,business,1163,0.11829922480620154
370,business,1337,0.11769666360575452
371,business,2072,0.1119959614787201
372,business,1976,0.11885202492211838
373,business,5105,0.11335048331774245
374,business,1849,0.1132626453031731
375,business,1880,0.1079193302891933
376,business,2854,0.10991713570981863
378,business,1718,0.11503923414940365
381,business,1444,0.11116807776732518
382,business,3120,0.11001104797979798
383,business,1225,0.11250851129681214
384,business,1045,0.11391896024464832
385,business,3001,0.11235286028602862
386,business,5137,0.11547416509136736
387,business,2540,0.11554565353345841
388,business,1214,0.11978660436137073
389,business,926,0.1143655215103683
390,business,2007,0.11433389308704171
391,business,2038,0.11611471861471861
392,business,3142,0.10826276276276277
393,business,2364,0.10892251461988305
394,business,3008,0.11404783950617284
395,business,848,0.11688572303921568
396,business,940,0.11127139744786804
397,business,1810,0.11444393241167435
398,business,1845,0.11764254385964912
399,business,2102,0.11780734516028633
400,business,2706,0.11775154320987655
401,business,2164,0.11959399684044233
403,business,1713,0.11338883602917856
404,business,888,0.1122143753923415
405,business,1682,0.11496363061353573
409,business,2356,0.11421240708976559
410,business,4369,0.11148270440251572
411,business,2129,0.12038365952159057
412,business,1066,0.11660967344423906
414,business,2143,0.11561607697082557
415,business,2560,0.10951961692925548
418,business,2610,0.11352227342549923
419,business,3041,0.10937480215257993
420,business,1235,0.11589969135802469
421,business,3546,0.10972299597647787
422,business,1919,0.11339878234398783
423,business,1177,0.11979147640791478
424,business,1602,0.11439294631710362
425,business,991,0.11709229809791082
426,business,1787,0.11420515237197612
427,business,1703,0.11261307311028501
428,business,4600,0.11242610062893081
433,business,1384,0.11525936157151627
434,business,2401,0.11688572303921568
435,business,3240,0.1125322631413283
436,business,1492,0.11518707482993197
437,business,2115,0.11747827436374922
438,business,1846,0.10655695822061918
439,business,1638,0.11882344386271089
440,business,1580,0.1125322631413283
441,business,1993,0.11507690156599554
442,business,1885,0.11982529375386519
443,business,1380,0.11558341217281615
444,business,1577,0.11742182614133834
445,business,1906,0.1162446678854357
446,business,1330,0.11753388786198397
447,business,908,0.11823954489544897
448,business,1919,0.11525628930817611
449,business,1272,0.11200344611528822
450,business,1268,0.11688572303921568
451,business,1100,0.11401486401012018
452,business,1193,0.11802775179295291
453,business,2613,0.11333178726035868
454,business,1277,0.11533059110298599
455,business,1223,0.11622253172392448
457,business,2517,0.11665579372475925
458,business,4441,0.11016381124135859
459,business,1114,0.11209219858156029
460,business,1944,0.11431289308176101
461,business,3090,0.11397621198434206
462,business,2182,0.12060846560846562
463,business,2133,0.11383703019100432
464,business,2502,0.11385989437713576
465,business,1862,0.11522139070782662
466,business,4932,0.1140725178960473
467,business,2354,0.1192720837180671
468,business,1322,0.11476124460874923
470,business,1559,0.11726593473620008
471,business,2831,0.1160224754669199
472,business,1791,0.10914774447471995
473,business,1007,0.11916205412054122
474,business,3203,0.11742536164973838
475,business,1903,0.11515332720024532
476,business,1649,0.11444393241167435
477,business,1228,0.10991713570981863
478,business,2359,0.10926209798617373
480,business,1751,0.10686029833620195
481,business,1207,0.11001104797979798
482,business,5185,0.11229996910719803
483,business,2424,0.11304954531201003
484,business,1968,0.10904869933454325
485,business,2464,0.11138223074464686
486,business,3091,0.1153292759051186
489,business,2136,0.11522139070782662
490,business,1819,0.11116759950248756
491,business,2974,0.11324454828660437
492,business,1428,0.11447180916976456
493,business,1882,0.11643875968992248
494,business,2860,0.11576284461152882
496,business,1159,0.11262574195563886
498,business,2244,0.11232013823437009
499,business,1510,0.10926209798617373
500,business,2664,0.11047301304863583
501,business,1394,0.11058815070463045
502,business,2346,0.10621360665478312
503,business,3672,0.11136269276393831
505,business,1828,0.11533304246655034
506,business,1919,0.11189168218497828
507,business,1454,0.11482299498746867
508,business,2477,0.11889764996907855
509,business,1908,0.11775154320987655
511,business,2501,0.11333178726035868
513,business,1812,0.11136069432185937
514,business,1145,0.11900804704425876
515,business,1739,0.11023476368159205
516,business,3361,0.11222380500158279
517,business,2698,0.1175320813771518
518,business,2408,0.11303327114427861
519,business,2454,0.1125322631413283
520,business,1914,0.11352227342549923
521,business,1848,0.11383703019100432
522,business,1831,0.11116532378394509
523,business,2347,0.11441651432053626
524,business,2019,0.1162446678854357
526,business,3082,0.10821581196581197
527,business,1107,0.11043512409676406
528,business,1406,0.11807954193748066
529,business,2747,0.11791321680466116
530,business,2783,0.11479186082634359
531,business,1778,0.11095801767676768
532,business,1795,0.11823954489544897
533,business,1552,0.11024205982115326
534,business,2251,0.11522139070782662
535,business,1164,0.1107513277100906
536,business,1657,0.12100707257072572
538,business,2608,0.11468497827436375
539,business,3104,0.11847104851330204
540,business,4461,0.11189827856025039
541,entertainment,2226,0.11441651432053626
542,entertainment,4778,0.10971129837702871
543,entertainment,2116,0.11511370716510903
544,entertainment,1041,0.11975314320760504
545,entertainment,1567,0.11158797607806106
546,entertainment,2092,0.11262574195563886
547,entertainment,1480,0.11281368267831152
548,entertainment,1799,0.11401486401012018
549,entertainment,1228,0.11116759950248756
550,entertainment,3077,0.11189827856025039
551,entertainment,952,0.11106399502951227
552,entertainment,2496,0.11656431408493736
553,entertainment,1025,0.11158395755305868
554,entertainment,1439,0.11053930817610062
556,entertainment,1938,0.11137318504788385
557,entertainment,1515,0.10647773872290568
558,entertainment,1589,0.11157612031921424
559,entertainment,2185,0.11075433705080545
560,entertainment,4135,0.11033113622096673
561,entertainment,1447,0.11561607697082557
562,entertainment,3377,0.11219598765432098
563,entertainment,1960,0.1141791277258567
564,entertainment,3912,0.11383703019100432
565,entertainment,1439,0.11260061443932412
566,entertainment,860,0.11271782945736435
567,entertainment,1567,0.11095931142410016
568,entertainment,1888,0.11347655020459553
569,entertainment,1971,0.11618017188459177
570,entertainment,2303,0.11354244114002478
571,entertainment,1626,0.11540117719950434
572,entertainment,1762,0.11428593701278453
573,entertainment,1604,0.11589969135802469
574,entertainment,1461,0.11660967344423906
575,entertainment,1887,0.11396610696517413
576,entertainment,6090,0.11508032128514056
577,entertainment,2976,0.11106399502951227
578,entertainment,1351,0.11433855125844077
579,entertainment,1329,0.11240414347557205
580,entertainment,1548,0.11457829457364341
582,entertainment,1363,0.11479186082634359
583,entertainment,872,0.11054885590599876
584,entertainment,2826,0.12078422344996932
585,entertainment,1114,0.11209219858156029
586,entertainment,1027,0.11273139462163853
587,entertainment,2066,0.10726221832016389
588,entertainment,1134,0.11786409290646578
589,entertainment,3274,0.11415353722582638
590,entertainment,1417,0.11168370508054523
591,entertainment,1997,0.11460756722951845
593,entertainment,1143,0.11044080996884735
594,entertainment,980,0.11705175038051752
597,entertainment,1345,0.11137763116556708
598,entertainment,1009,0.11428593701278453
599,entertainment,2119,0.12460818208009221
600,entertainment,4201,0.11201105845181675
601,entertainment,1245,0.11557863958140967
602,entertainment,1409,0.11106319115323855
603,entertainment,1073,0.11054412223261616
605,entertainment,1493,0.1163745704467354
606,entertainment,1226,0.11269136931991461
607,entertainment,1250,0.11116807776732518
608,entertainment,1567,0.1180217925107428
609,entertainment,2991,0.11540041371158394
610,entertainment,3213,0.1123934375958295
611,entertainment,1548,0.11358784176847005
612,entertainment,1488,0.10962121212121212
613,entertainment,1771,0.1122051042639278
614,entertainment,1597,0.1132267531665122
615,entertainment,943,0.11409761456371625
616,entertainment,1615,0.11201105845181675
617,entertainment,1079,0.1178606734630831
618,entertainment,1384,0.11579247610237435
619,entertainment,1471,0.11529178560101491
620,entertainment,1582,0.11769666360575452
621,entertainment,1870,0.11662572035183501
622,entertainment,3536,0.11013202858030444
624,entertainment,1684,0.11699325360318921
625,entertainment,1195,0.11375387957790192
626,entertainment,1474,0.11252999707345626
627,entertainment,1701,0.1132267531665122
628,entertainment,1391,0.11635102165294298
629,entertainment,3244,0.11188519544475223
630,entertainment,1352,0.11252028714107366
631,entertainment,1072,0.1143655215103683
632,entertainment,1138,0.11303327114427861
633,entertainment,1436,0.11518707482993197
634,entertainment,3269,0.11441651432053626
635,entertainment,1491,0.11518707482993197
636,entertainment,3106,0.11023476368159205
637,entertainment,1072,0.11044640098856966
638,entertainment,1571,0.11957307809176543
639,entertainment,1263,0.11550852713178295
640,entertainment,946,0.11518707482993197
641,entertainment,1234,0.11557863958140967
642,entertainment,2961,0.11212818287037038
643,entertainment,1628,0.11229996910719803
644,entertainment,1367,0.1107513277100906
645,entertainment,1357,0.11310529537802265
646,entertainment,1492,0.11211733080328906
647,entertainment,1329,0.11482299498746867
648,entertainment,1403,0.11035047444138353
649,entertainment,1447,0.11388314536340852
650,entertainment,1156,0.11807954193748066
651,entertainment,3767,0.1133694968553459
652,entertainment,1569,0.11300152905198776
653,entertainment,1822,0.11209219858156029
655,entertainment,2883,0.1125322631413283
656,entertainment,1036,0.1163745704467354
659,entertainment,2413,0.10931699044094974
660,entertainment,1406,0.11736899224806202
661,entertainment,1570,0.11518707482993197
662,entertainment,1124,0.11315599497802888
663,entertainment,1105,0.11127554278416348
664,entertainment,2623,0.1165471756672874
665,entertainment,1746,0.11543736332396126
666,entertainment,1808,0.11557863958140967
667,entertainment,1639,0.11313881107998755
668,entertainment,2581,0.11304954531201003
669,entertainment,1938,0.11261697181052022
670,entertainment,1437,0.11320925245098039
671,entertainment,2184,0.12075293753865184
672,entertainment,1730,0.11693388940376892
673,entertainment,1145,0.11540117719950434
674,entertainment,1639,0.11388314536340852
675,entertainment,2969,0.11116759950248756
676,entertainment,1177,0.11525936157151627
677,entertainment,3452,0.11273139462163853
678,entertainment,1771,0.1165471756672874
679,entertainment,2139,0.1088956009913259
680,entertainment,1240,0.11313881107998755
681,entertainment,1137,0.1121088115396676
682,entertainment,2044,0.11589969135802469
683,entertainment,1042,0.11651969696969698
684,entertainment,1528,0.11329531630170317
685,entertainment,3562,0.11497376543209877
686,entertainment,2795,0.11554565353345841
687,entertainment,3676,0.11423336399877339
688,entertainment,1985,0.11352227342549923
689,entertainment,1054,0.1128227808814401
690,entertainment,1204,0.11536559139784947
691,entertainment,1701,0.1112727558066541
692,entertainment,1230,0.11982925355092174
693,entertainment,1913,0.12101884057971016
694,entertainment,1977,0.11667125382262997
695,entertainment,1631,0.1154720172201722
696,entertainment,1492,0.1129128157732594
697,entertainment,1554,0.11693388940376892
698,entertainment,1456,0.11204552129221733
699,entertainment,1495,0.11536559139784947
700,entertainment,1401,0.11476124460874923
701,entertainment,2085,0.10897904940587867
702,entertainment,1453,0.11486740672217083
703,entertainment,1396,0.11385989437713576
704,entertainment,1807,0.1180217925107428
705,entertainment,2514,0.11189827856025039
706,entertainment,1553,0.11813056835637482
707,entertainment,1193,0.11688572303921568
708,entertainment,1175,0.11265173180807118
709,entertainment,1383,0.11229996910719803
710,entertainment,1102,0.1172599132589839
711,entertainment,2071,0.11420515237197612
712,entertainment,1487,0.10871285672256546
713,entertainment,1055,0.11511370716510903
714,entertainment,2852,0.1149310128566949
715,entertainment,2118,0.11543610856968588
716,entertainment,946,0.11457829457364341
717,entertainment,1331,0.1122256009267304
718,entertainment,2793,0.11404783950617284
719,entertainment,1640,0.11909576090271426
720,entertainment,1790,0.11262574195563886
721,entertainment,1291,0.12195207570207571
722,entertainment,3354,0.11042345797379355
723,entertainment,1336,0.11331340079730144
724,entertainment,1352,0.11045189950980393
725,entertainment,3482,0.12062966150315549
726,entertainment,1455,0.11188519544475223
727,entertainment,3130,0.1132267531665122
728,entertainment,1328,0.11486740672217083
729,entertainment,3385,0.1167646144278607
730,entertainment,1360,0.11208409785932721
731,entertainment,5729,0.11737332112332113
732,entertainment,2725,0.11648373983739838
733,entertainment,1329,0.11878745752239729
734,entertainment,2897,0.11600710534445474
735,entertainment,1240,0.11382203120025469
736,entertainment,2220,0.11219598765432098
737,entertainment,825,0.11242610062893081
738,entertainment,1286,0.11148270440251572
739,entertainment,1455,0.11615684440286872
740,entertainment,1541,0.11319125159642401
741,entertainment,1771,0.11807954193748066
742,entertainment,1130,0.10518373842592593
743,entertainment,1471,0.11415353722582638
744,entertainment,2485,0.11520040369088813
745,entertainment,1268,0.11736452425960933
746,entertainment,1515,0.11568545902649414
747,entertainment,1600,0.11447180916976456
748,entertainment,2650,0.1149310128566949
749,entertainment,1951,0.11609016650958215
750,entertainment,2274,0.11557863958140967
751,entertainment,1459,0.12100707257072572
752,entertainment,3712,0.11566522988505748
753,entertainment,1225,0.11404783950617284
754,entertainment,1361,0.11018632629107981
755,entertainment,1127,0.11540117719950434
756,entertainment,1028,0.11466762086513994
757,entertainment,3253,0.1122051042639278
758,entertainment,2055,0.11263862633900441
759,entertainment,1298,0.11183694083694085
760,entertainment,1216,0.11754057971014494
762,entertainment,1971,0.11715103683070256
763,entertainment,1142,0.10750793650793651
764,entertainment,1318,0.11920482295482297
765,entertainment,2566,0.11410361592221209
766,entertainment,1521,0.1169224733207784
767,entertainment,1806,0.11263862633900441
768,entertainment,1557,0.11543610856968588
769,entertainment,1913,0.11147957592765825
770,entertainment,1008,0.11179330831769856
771,entertainment,3225,0.113562949078413
772,entertainment,1131,0.11613276299112801
773,entertainment,1630,0.11106359649122807
774,entertainment,1441,0.1141791277258567
775,entertainment,1351,0.1130172679617638
776,entertainment,2117,0.11219598765432098
777,entertainment,1257,0.11116712920135677
778,entertainment,2915,0.11879720487659828
779,entertainment,1380,0.11116712920135677
780,entertainment,1117,0.1153292759051186
781,entertainment,1172,0.11550852713178295
782,entertainment,1489,0.11096183441058788
783,entertainment,1827,0.11333178726035868
784,entertainment,2760,0.11699325360318921
785,entertainment,13547,0.11001104797979798
786,entertainment,2220,0.11460756722951845
787,entertainment,1573,0.1152940266171464
788,entertainment,1576,0.11085304320403658
790,entertainment,2393,0.11720193508114857
792,entertainment,1522,0.11329126776907457
793,entertainment,966,0.1122051042639278
794,entertainment,1735,0.11715103683070256
795,entertainment,1508,0.1113799112801014
796,entertainment,930,0.11366948092557849
797,entertainment,1268,0.11271782945736435
798,entertainment,1110,0.11508032128514056
799,entertainment,1362,0.11335048331774245
800,entertainment,1645,0.11243736124326038
801,entertainment,2283,0.11106399502951227
802,entertainment,1680,0.11229996910719803
803,entertainment,1844,0.11001104797979798
804,entertainment,1972,0.11499681020733653
805,entertainment,2160,0.11515332720024532
806,entertainment,3414,0.11656431408493736
807,entertainment,1451,0.11687363834422658
808,entertainment,1533,0.11285195707070707
809,entertainment,1178,0.11471517996870109
810,entertainment,1837,0.11106399502951227
811,entertainment,1380,0.12012057387057389
812,entertainment,951,0.1185676842429849
813,entertainment,1226,0.11511370716510903
814,entertainment,2225,0.11383703019100432
815,entertainment,1554,0.11441651432053626
816,entertainment,1639,0.11333178726035868
817,entertainment,1395,0.11064368901479384
818,entertainment,2361,0.11428593701278453
819,entertainment,3065,0.1150014392630973
821,entertainment,1100,0.10797536231884058
822,entertainment,1342,0.11385989437713576
823,entertainment,1540,0.11420515237197612
824,entertainment,4423,0.11956312189054728
825,entertainment,2162,0.113562949078413
826,entertainment,1154,0.11557863958140967
827,entertainment,1747,0.11306609740670462
828,entertainment,2139,0.11682561728395062
829,entertainment,1685,0.1189868982327849
830,entertainment,1286,0.11366948092557849
832,entertainment,1683,0.11232013823437009
833,entertainment,1955,0.11415353722582638
834,entertainment,1206,0.11582119004250152
835,entertainment,1777,0.11834872268390276
836,entertainment,1376,0.11298604792235366
837,entertainment,1423,0.11189827856025039
838,entertainment,2999,0.11385989437713576
840,entertainment,1388,0.11525936157151627
841,entertainment,2291,0.11447180916976456
842,entertainment,2107,0.11687427409988387
843,entertainment,3276,0.1152940266171464
844,entertainment,1258,0.11572382727555142
845,entertainment,1376,0.11688572303921568
846,entertainment,1666,0.10642131242740999
847,entertainment,1660,0.11600710534445474
848,entertainment,1875,0.11600710534445474
849,entertainment,975,0.11394233734196732
850,entertainment,12769,0.11710098219766728
851,entertainment,1051,0.11715103683070256
852,entertainment,1309,0.11360502065459167
853,entertainment,1404,0.11454950799507996
854,entertainment,1296,0.11085947109471095
855,entertainment,1318,0.11554565353345841
856,entertainment,2186,0.1124855403348554
857,entertainment,1398,0.1189868982327849
858,entertainment,2205,0.11704236239950526
859,entertainment,3187,0.1146552785472453
860,entertainment,1856,0.11522139070782662
861,entertainment,1868,0.11369126458530432
863,entertainment,1210,0.11564772380079438
864,entertainment,4142,0.11364806201550387
865,entertainment,1376,0.11044080996884735
866,entertainment,1151,0.11410361592221209
867,entertainment,1685,0.11447180916976456
868,entertainment,1376,0.1165471756672874
869,entertainment,1008,0.11240414347557205
870,entertainment,1589,0.11971424158171147
872,entertainment,1674,0.11216099163679809
873,entertainment,1621,0.11604828660436137
874,entertainment,2055,0.11439294631710362
875,entertainment,1489,0.10854166666666666
876,entertainment,1501,0.11085304320403658
877,entertainment,2421,0.11295892575039494
878,entertainment,1593,0.11261307311028501
879,entertainment,1300,0.11543610856968588
880,entertainment,3030,0.11588758288125378
881,entertainment,2463,0.11241502962270035
882,entertainment,1532,0.11415353722582638
883,entertainment,1731,0.11764254385964912
884,entertainment,1356,0.11252028714107366
885,entertainment,1784,0.10780397390272835
886,entertainment,2084,0.1129128157732594
887,entertainment,2485,0.1153292759051186
888,entertainment,1807,0.11360502065459167
889,entertainment,1312,0.11618017188459177
890,entertainment,1550,0.11457829457364341
891,entertainment,1411,0.11313881107998755
892,entertainment,2303,0.11441651432053626
893,entertainment,2393,0.11064368901479384
894,entertainment,1950,0.11540117719950434
895,entertainment,2683,0.1128227808814401
896,entertainment,1226,0.11168370508054523
897,entertainment,1290,0.11533059110298599
898,entertainment,1313,0.1154720172201722
899,entertainment,966,0.11742536164973838
900,entertainment,2277,0.11508032128514056
901,entertainment,1163,0.11721566848154871
903,entertainment,1237,0.11850611620795108
904,entertainment,2301,0.11263862633900441
905,entertainment,1160,0.1186149372513009
906,entertainment,3955,0.11677838996020815
907,entertainment,1403,0.11489894278606966
908,entertainment,1438,0.11208409785932721
909,entertainment,1645,0.1129128157732594
910,entertainment,1489,0.10856172304134143
911,entertainment,1269,0.11476124460874923
